part,sent,token_num,token_str,term_str,chunk_num
1,0,0,THIS,this,0
1,0,1,IS,is,0
1,0,2,THE,the,0
1,0,3,BEGINNING,beginning,0
1,0,4,OF,of,0
1,0,5,THE,the,0
1,0,6,ANCIENT,ancient,0
1,0,7,"WORD,",word,0
1,0,8,here,here,0
1,0,9,in,in,0
1,0,10,this,this,0
1,0,11,place,place,0
1,0,12,called,called,0
1,0,13,Quiche.,quiche,0
1,1,0,Here,here,0
1,1,1,we,we,0
1,1,2,shall,shall,0
1,1,3,"inscribe,",inscribe,0
1,1,4,we,we,0
1,1,5,shall,shall,0
1,1,6,implant,implant,0
1,1,7,the,the,0
1,1,8,Ancient,ancient,0
1,1,9,"Word,",word,0
1,1,10,the,the,0
1,1,11,potential,potential,0
1,1,12,and,and,0
1,1,13,source,source,0
1,1,14,for,for,0
1,1,15,everything,everything,0
1,1,16,done,done,0
1,1,17,in,in,0
1,1,18,the,the,0
1,1,19,citadel,citadel,0
1,1,20,of,of,0
1,1,21,"Quiche,",quiche,0
1,1,22,in,in,0
1,1,23,the,the,0
1,1,24,nation,nation,0
1,1,25,of,of,0
1,1,26,Quiche,quiche,0
1,1,27,people.,people,0
1,2,0,And,and,0
1,2,1,here,here,0
1,2,2,we,we,0
1,2,3,shall,shall,0
1,2,4,take,take,0
1,2,5,up,up,0
1,2,6,the,the,0
1,2,7,"demonstration,",demonstration,0
1,2,8,"revelation,",revelation,0
1,2,9,and,and,0
1,2,10,account,account,0
1,2,11,of,of,0
1,2,12,how,how,0
1,2,13,things,things,0
1,2,14,were,were,0
1,2,15,put,put,0
1,2,16,in,in,0
1,2,17,shadow,shadow,0
1,2,18,and,and,0
1,2,19,brought,brought,0
1,2,20,to,to,0
1,2,21,light,light,0
1,2,22,by,by,0
1,2,23,the,the,0
1,2,24,"Maker,",maker,0
1,2,25,"Modeler,",modeler,0
1,2,26,named,named,0
1,2,27,"Bearer,",bearer,0
1,2,28,"Begetter,",begetter,0
1,2,29,Hunahpu,hunahpu,0
1,2,30,"Possum,",possum,0
1,2,31,Hunahpu,hunahpu,0
1,2,32,"Coyote,",coyote,0
1,2,33,Great,great,0
1,2,34,White,white,0
1,2,35,"Peccary,",peccary,0
1,2,36,"Tapir,",tapir,0
1,2,37,Sovereign,sovereign,0
1,2,38,Plumed,plumed,0
1,2,39,"Serpent,",serpent,0
1,2,40,Heart,heart,0
1,2,41,of,of,0
1,2,42,the,the,0
1,2,43,"Lake,",lake,0
1,2,44,Heart,heart,0
1,2,45,of,of,0
1,2,46,the,the,0
1,2,47,"Sea,",sea,0
1,2,48,Maker,maker,0
1,2,49,of,of,0
1,2,50,the,the,0
1,2,51,Blue-Green,bluegreen,0
1,2,52,"Plate,",plate,0
1,2,53,Maker,maker,0
1,2,54,of,of,0
1,2,55,the,the,0
1,2,56,Blue-Green,bluegreen,0
1,2,57,"Bowl,",bowl,0
1,2,58,as,as,0
1,2,59,they,they,0
1,2,60,are,are,0
1,2,61,"called,",called,0
1,2,62,also,also,0
1,2,63,"named,",named,0
1,2,64,also,also,0
1,2,65,described,described,0
1,2,66,as,as,0
1,2,67,the,the,0
1,2,68,"midwife,",midwife,0
1,2,69,matchmaker,matchmaker,0
1,2,70,named,named,0
1,2,71,"Xpiyacoc,",xpiyacoc,0
1,2,72,"Xmucane,",xmucane,0
1,2,73,"defender,",defender,0
1,2,74,"protector,",protector,0
1,2,75,twice,twice,0
1,2,76,a,a,0
1,2,77,"midwife,",midwife,0
1,2,78,twice,twice,0
1,2,79,a,a,0
1,2,80,"matchmaker,",matchmaker,0
1,2,81,as,as,0
1,2,82,is,is,0
1,2,83,said,said,0
1,2,84,in,in,0
1,2,85,the,the,0
1,2,86,words,words,0
1,2,87,of,of,0
1,2,88,Quiche.,quiche,0
1,3,0,They,they,0
1,3,1,accounted,accounted,0
1,3,2,for,for,0
1,3,3,everythingand,everythingand,0
1,3,4,did,did,0
1,3,5,"it,",it,0
1,3,6,too-,too,0
1,3,7,as,as,0
1,3,8,enlightened,enlightened,0
1,3,9,"beings,",beings,0
1,3,10,in,in,0
1,3,11,enlightened,enlightened,0
1,3,12,words.,words,0
1,4,0,We,we,0
1,4,1,shall,shall,0
1,4,2,write,write,0
1,4,3,about,about,0
1,4,4,this,this,0
1,4,5,now,now,0
1,4,6,amid,amid,0
1,4,7,the,the,0
1,4,8,preaching,preaching,0
1,4,9,of,of,0
1,4,10,"God,",god,0
1,4,11,in,in,0
1,4,12,Christendom,christendom,0
1,4,13,now.,now,0
1,5,0,We,we,0
1,5,1,shall,shall,0
1,5,2,bring,bring,0
1,5,3,it,it,0
1,5,4,out,out,0
1,5,5,because,because,0
1,5,6,there,there,0
1,5,7,is,is,0
1,5,8,no,no,0
1,5,9,longer,longer,0
1,5,10,a,a,0
1,5,11,place,place,0
1,5,12,to,to,0
1,5,13,see,see,0
1,5,14,"it,",it,0
1,5,15,a,a,0
1,5,16,Council,council,0
1,5,17,"Book,",book,0
1,5,18,a,a,0
1,5,19,place,place,0
1,5,20,to,to,0
1,5,21,see,see,0
1,5,22,"""The",the,0
1,5,23,Light,light,0
1,5,24,That,that,0
1,5,25,Came,came,0
1,5,26,from,from,0
1,5,27,Across,across,0
1,5,28,the,the,0
1,5,29,"Sea,""",sea,0
1,5,30,the,the,0
1,5,31,account,account,0
1,5,32,of,of,0
1,5,33,"""Our",our,0
1,5,34,Place,place,0
1,5,35,in,in,0
1,5,36,the,the,0
1,5,37,"Shadows,""",shadows,0
1,5,38,a,a,0
1,5,39,place,place,0
1,5,40,to,to,0
1,5,41,see,see,0
1,5,42,"""The",the,0
1,5,43,Dawn,dawn,0
1,5,44,of,of,0
1,5,45,"Life,""",life,0
1,5,46,as,as,0
1,5,47,it,it,0
1,5,48,is,is,0
1,5,49,called.,called,0
1,6,0,There,there,0
1,6,1,is,is,0
1,6,2,the,the,0
1,6,3,original,original,0
1,6,4,book,book,0
1,6,5,and,and,0
1,6,6,ancient,ancient,0
1,6,7,"writing,",writing,0
1,6,8,but,but,0
1,6,9,he,he,0
1,6,10,who,who,0
1,6,11,reads,reads,0
1,6,12,and,and,0
1,6,13,ponders,ponders,0
1,6,14,it,it,0
1,6,15,hides,hides,0
1,6,16,his,his,0
1,6,17,face.,face,0
1,7,0,It,it,0
1,7,1,takes,takes,0
1,7,2,a,a,0
1,7,3,long,long,0
1,7,4,performance,performance,0
1,7,5,and,and,0
1,7,6,account,account,0
1,7,7,to,to,0
1,7,8,complete,complete,0
1,7,9,the,the,0
1,7,10,emergence,emergence,0
1,7,11,of,of,0
1,7,12,all,all,0
1,7,13,the,the,0
1,7,14,sky-earth:,skyearth,0
1,7,15,the,the,0
1,7,16,fourfold,fourfold,0
1,7,17,"siding,",siding,0
1,7,18,fourfold,fourfold,0
1,7,19,"cornering,",cornering,0
1,7,20,"measuring,",measuring,0
1,7,21,fourfold,fourfold,0
1,7,22,"staking,",staking,0
1,7,23,halving,halving,0
1,7,24,the,the,0
1,7,25,"cord,",cord,0
1,7,26,stretching,stretching,0
1,7,27,the,the,0
1,7,28,cord,cord,0
1,7,29,in,in,0
1,7,30,the,the,0
1,7,31,"sky,",sky,0
1,7,32,on,on,0
1,7,33,the,the,0
1,7,34,"earth,",earth,0
1,7,35,the,the,0
1,7,36,four,four,0
1,7,37,"sides,",sides,0
1,7,38,the,the,0
1,7,39,four,four,0
1,7,40,"corners,",corners,0
1,7,41,as,as,0
1,7,42,it,it,0
1,7,43,is,is,0
1,7,44,"said,",said,0
1,7,45,by,by,0
1,7,46,the,the,0
1,7,47,"Maker,",maker,0
1,7,48,"Modeler,",modeler,0
1,7,49,mother-father,motherfather,0
1,7,50,of,of,0
1,7,51,"life,",life,0
1,7,52,of,of,0
1,7,53,"humankind,",humankind,0
1,7,54,giver,giver,0
1,7,55,of,of,0
1,7,56,"breath,",breath,0
1,7,57,giver,giver,0
1,7,58,of,of,0
1,7,59,"heart,",heart,0
1,7,60,"bearer,",bearer,0
1,7,61,upbringer,upbringer,0
1,7,62,in,in,0
1,7,63,the,the,0
1,7,64,light,light,0
1,7,65,that,that,0
1,7,66,lasts,lasts,0
1,7,67,of,of,0
1,7,68,those,those,0
1,7,69,born,born,0
1,7,70,in,in,0
1,7,71,the,the,0
1,7,72,"light,",light,0
1,7,73,begotten,begotten,0
1,7,74,in,in,0
1,7,75,the,the,0
1,7,76,light;,light,0
1,7,77,"worrier,",worrier,0
1,7,78,knower,knower,0
1,7,79,of,of,0
1,7,80,"everything,",everything,0
1,7,81,whatever,whatever,0
1,7,82,there,there,0
1,7,83,is:,is,0
1,7,84,"sky-earth,",skyearth,0
1,7,85,lake-sea.,lakesea,0
1,8,0,THIS,this,0
1,8,1,IS,is,0
1,8,2,THE,the,0
1,8,3,"ACCOUNT,",account,0
1,8,4,here,here,0
1,8,5,it,it,0
1,8,6,is:,is,0
1,8,7,Now,now,0
1,8,8,it,it,0
1,8,9,still,still,0
1,8,10,"ripples,",ripples,0
1,8,11,now,now,0
1,8,12,it,it,0
1,8,13,still,still,0
1,8,14,"murmurs,",murmurs,0
1,8,15,"ripples,",ripples,0
1,8,16,it,it,0
1,8,17,still,still,0
1,8,18,"sighs,",sighs,0
1,8,19,still,still,0
1,8,20,"hums,",hums,0
1,8,21,and,and,0
1,8,22,it,it,0
1,8,23,is,is,0
1,8,24,empty,empty,0
1,8,25,under,under,0
1,8,26,the,the,0
1,8,27,sky.,sky,0
1,9,0,Here,here,0
1,9,1,follow,follow,0
1,9,2,the,the,0
1,9,3,first,first,0
1,9,4,"words,",words,0
1,9,5,the,the,0
1,9,6,first,first,0
1,9,7,eloquence:,eloquence,0
1,9,8,There,there,0
1,9,9,is,is,0
1,9,10,not,not,0
1,9,11,yet,yet,0
1,9,12,one,one,0
1,9,13,"person,",person,0
1,9,14,one,one,0
1,9,15,"animal,",animal,0
1,9,16,"bird,",bird,0
1,9,17,"fish,",fish,0
1,9,18,"crab,",crab,0
1,9,19,"tree,",tree,0
1,9,20,"rock,",rock,0
1,9,21,"hollow,",hollow,0
1,9,22,"canyon,",canyon,0
1,9,23,"meadow,",meadow,0
1,9,24,forest.,forest,0
1,10,0,Only,only,0
1,10,1,the,the,0
1,10,2,sky,sky,0
1,10,3,alone,alone,0
1,10,4,is,is,0
1,10,5,there;,there,0
1,10,6,the,the,0
1,10,7,face,face,0
1,10,8,of,of,0
1,10,9,the,the,0
1,10,10,earth,earth,0
1,10,11,is,is,0
1,10,12,not,not,0
1,10,13,clear.,clear,0
1,11,0,Only,only,0
1,11,1,the,the,0
1,11,2,sea,sea,0
1,11,3,alone,alone,0
1,11,4,is,is,0
1,11,5,pooled,pooled,0
1,11,6,under,under,0
1,11,7,all,all,0
1,11,8,the,the,0
1,11,9,sky;,sky,0
1,11,10,there,there,0
1,11,11,is,is,0
1,11,12,nothing,nothing,0
1,11,13,whatever,whatever,0
